,z,height C,height O
159,159,3.0962053070000004,4.145396808699999
160,160,3.1105485896999996,4.1488368774
161,161,3.1244009218999995,4.1529056559
162,162,3.1366756432000003,4.1583688575
163,163,3.1465019389,4.1658219031
164,164,3.1534404623000003,4.175528398999999
165,165,3.1575981758000005,4.1873332535
166,166,3.159584369,4.2006953973
167,167,3.1603319871,4.2148218952
168,168,3.1608715341,4.2288393459
169,169,3.1621406777,4.2419440953
170,170,3.0704232114,4.2017875008
171,171,3.0677196059,4.2088077409
172,172,3.0671871836000006,4.213973769899999
173,173,3.0687796993000003,4.2173579815
174,174,3.0721610974999995,4.219254644399999
175,175,3.0767154471,4.2201722261
176,176,3.0815754018,4.2208077607
177,177,3.0857057127999994,4.2219831531
178,178,3.0880599698,4.224527051899999
179,179,3.0878043997,4.2291073526
180,180,3.0845455062999996,4.236061004
181,181,3.0784623202,4.2878644468000005
182,182,3.0702727800000003,4.2929014211
183,183,3.0610538784999997,4.2980338011
184,184,3.0520034443,4.302419224099999
185,185,3.0442322574,4.305281723
186,186,3.0386294509999994,4.3060144117000005
187,187,3.0357958116,4.3042323246
188,188,3.0360190514999994,4.299789862200001
189,189,3.0392666651999996,4.2927827406
190,190,3.0451845984999997,4.2835455297
191,191,3.0531043754000002,4.2726472806
192,192,3.0620732567,4.260869413
193,193,3.0709354962000006,4.249142922200001
194,194,3.1664136114000003,4.2384284246999995
195,195,3.1608552292,4.229545573599999
196,196,3.1522949389000003,4.2229894492
197,197,3.1409330729000002,4.2188194532
198,198,3.1275337025,4.2166633696
199,199,3.1132403123,4.2158486284
200,200,3.0993270746000006,4.2155949583000005
201,201,3.0869805003999997,4.2151694291999995
202,202,3.0771565196,4.2139873462
203,203,3.070508646,4.2116632204
204,204,3.0673609821,4.2080319174
205,205,3.0676990851,4.203152687799999
206,206,3.071167804,4.1973119881
207,207,3.0770808008,4.1910225128
208,208,3.0844560985,4.1850022926
209,209,3.0921041210999998,4.1801083352
210,210,3.0988024571,4.1772074417
211,211,3.1035486353,4.1769910292
212,212,3.1058146326000005,4.1797817689
213,213,3.1056910753,4.1854230228
214,214,3.1038448694999996,4.1933160403
215,215,3.1013151711,4.202572335999999
216,216,3.0992512249999997,4.2122077487
217,217,3.0986920823,4.221309983599999
218,218,3.1004308376,4.2291505499
219,219,3.1049528011,4.2352265255
220,220,3.0564575564000007,4.2392725981
221,221,3.0588723682000003,4.2412647430999995
222,222,3.0640323257000004,4.241424196500001
223,223,3.0713071877000004,4.2402059068
224,224,3.0797767512,4.1545399472
225,225,3.0883269217000002,4.1477542749000005
226,226,3.0958323486,4.142940787700001
227,227,3.1014087959000003,4.1408201681
228,228,3.1046552533,4.1417218469
229,229,3.1057732147,4.1454898412
230,230,3.1054994036000005,4.1515298413
231,231,3.1048897602,4.15897095
232,232,3.1050613496999997,4.1668603426
233,233,3.1069867656999994,4.1743353012
234,234,3.1113758033999996,4.1807111372
235,235,3.1186283502,4.2594311093
236,236,3.1958714734999996,4.2555873008
237,237,3.2014305751,4.249477892
238,238,3.2088223749000004,4.2415042252
239,239,3.2173606561,4.232287878499999
240,240,3.2261117103,4.2226307868
241,241,3.234002814,4.2134338088
242,242,3.2400142243000003,4.2055556949
243,243,3.2434082172,4.1996305739
244,244,3.2439434164000005,4.1959147396
245,245,3.2419544949000003,4.1942255206
246,246,3.2382539404999995,4.194014813199999
247,247,3.2339120056,4.1945438221
248,248,3.2300207171000004,4.195045107
249,249,3.2275188985000005,4.1948609412
250,250,3.2270971049000003,4.1935172187
251,251,3.2291616204,4.190748068
252,252,3.233828686,4.1864996038
253,253,3.2409290254000007,4.1809274365
254,254,3.2500151502,4.174390815700001
255,255,3.2603776236,4.1674351652
256,256,3.2710972658000004,4.1607541381
257,257,3.2811546959999998,4.1551210887
258,258,3.2896081089999996,4.1512479636999995
259,259,3.2958090406,4.1496171018
260,260,3.2995792563000004,4.1503481044
261,261,3.3012571095,4.1531648286000005
262,262,3.301585512,4.1574800378
263,263,3.3015037322999996,4.162554012899999
264,264,3.3019393308,4.1676527944
265,265,3.3036619127,4.1721568629
266,266,3.3072079452,4.1756120816
267,267,3.3128556089999996,4.1777498573
268,268,3.3206236937,4.1784903272000005
269,269,3.3302772094999997,4.1779405228
270,270,3.3413378849,4.1763945515
271,271,3.3530974957,4.1743206069
272,272,3.3646655721,4.172322485
273,273,3.3750785570999997,4.1710606826
274,274,3.3834695603,4.0977556383
275,275,3.3123854053000006,4.096005664500001
276,276,3.3125949972999997,4.0966239195
277,277,3.3110919885000003,4.0992979043
278,278,3.3922439231999997,4.103426922
279,279,3.3906535284000006,4.108278894600001
280,280,3.3892084557,4.113136717
281,281,3.3886273123000006,4.1173959863
282,282,3.3894120668000003,4.1206159729
283,283,3.3918283672999996,4.1225374944
284,284,3.3958988844,4.1230907809
285,285,3.4014036848,4.1223974789
286,286,3.4078816382999997,4.1207694547000004
287,287,3.4146481541,4.1186951937
288,288,3.420851998,4.1167969281
289,289,3.4255901267000004,4.1879630912
290,290,3.4280864577,4.185428705
291,291,3.4278922654000006,4.1843789945
292,292,3.4250197964,4.1848043198
293,293,3.4199345442,4.1863588707999995
294,294,3.4134196551,4.1884629505
295,295,3.4063793951,4.1904525989999994
296,296,3.3996651217,4.1917114091
297,297,3.3939641659,4.1917552682
298,298,3.389747437,4.190266917900001
299,299,3.3872526539,4.187115357800001
300,300,3.386481055,4.1823571949
301,301,3.3871982694,4.1762321879
302,302,3.3889418502,4.1691636654
303,303,3.3910469516,4.1617459515
304,304,3.3927117733,4.1546853624
305,305,3.3931248128999996,4.148702461999999
306,306,3.3916461151,4.144393191500001
307,307,3.3879944349000004,4.1420882107
308,308,3.3823519776,4.1417741529
309,309,3.3753277675000004,4.143116516199999
310,310,3.3678001547,4.145571368100001
311,311,3.360719204,4.148530407999999
312,312,3.3549436879000005,4.1514439864
313,313,3.3511426113000002,4.1538960812
314,314,3.3497516466999997,4.1556345065
315,315,3.3509606218,4.156576487500001
316,316,3.3547120733,4.1568096608
317,317,3.3607021534999997,4.1565912282
318,318,3.3683878906,4.1563426901
319,319,3.3770155895,4.1566263942
320,320,3.3857005440000005,4.1580883752
321,321,3.3935591154999996,4.1613548564
322,322,3.3999013651,4.1668911961
323,323,3.4044119994999997,4.1748682812
324,324,3.4072356936,4.1850992733000005
325,325,3.4089197406,4.197081353000001
326,326,3.4102466400000004,4.2101181881
327,327,3.4120395704,4.2234645065
328,328,3.4150112597000004,4.236440119699999
329,329,3.4196763634000007,4.2485043758000005
330,330,3.4263136392,4.2592842364
331,331,3.4349548632,4.2685840536
332,332,3.4453785284,4.2763924152
333,333,3.4571122819999998,4.2828826308000005
334,334,3.4694384295000003,4.2884120004
335,335,3.4814327005,4.2934960883
336,336,3.4920580297,4.2987427767
337,337,3.5003304586,4.304729634699999
338,338,3.5055335773000005,4.3118473344
339,339,3.507405266,4.320164506399999
340,340,3.5062040584,4.3293839859
341,341,3.5026188806999996,4.3389146947
342,342,3.4975749215,4.3480196158
343,343,3.4920257793999996,4.355972416999999
344,344,3.4868004733999998,4.3621683377
345,345,3.4518183763999994,4.3661848931
346,346,3.4460642519,4.3678069366
347,347,3.4427046004,4.367028406499999
348,348,3.4416148958,4.3640573903
349,349,3.4424004455000006,4.359311100599999
350,350,3.4444051521,4.3534070352
351,351,3.4467619351000005,4.3471236169
352,352,3.4485035542,4.3413189542
353,353,3.4487477286000003,4.3367880745
354,354,3.4469257904000004,4.3340870021999995
355,355,3.4429544486,4.333401083
356,356,3.4372753401000002,4.334512480400001
357,357,3.4307222976,4.3368980632
358,358,3.4243056675,4.339887007
359,359,3.4190124194000004,4.342814269
360,360,3.4156559832999998,4.3451263933
361,361,3.4148064095999997,4.3464346449
362,362,3.4167661271,4.3465433698
363,363,3.4215681991,4.3454503818
364,364,3.4289680953,4.343341425999999
365,365,3.4078991877,4.3405926388000005
366,366,3.4136618460999997,4.3377614852
367,367,3.4198172484000002,4.3355381019
368,368,3.4252790008,4.3346691251
369,369,3.4290689752,4.3358065907
370,370,3.4305487230000002,4.3393360219
371,371,3.4295918078999996,4.3452493119
372,372,3.4266058820000005,4.3531366565
373,373,3.4223974675999997,4.3622827079999995
374,374,3.4179542592999996,4.3718385496
375,375,3.4142294127,4.3809791249
376,376,3.4120023978,4.3890098399
377,377,3.4118115079000004,4.3954250636
378,378,3.4139229499,4.3999293564
379,379,3.4183259032000004,4.4024450829
380,380,3.4247328623,4.4031141033
381,381,3.4325815803,4.4022966719
382,382,3.4410525304000004,4.4005615958
383,383,3.4491261462,4.3986433610999995
384,384,3.4557079071,4.3973487623
385,385,3.4598285116999996,4.3974097967
386,386,3.4608801953999997,4.3993005872
387,387,3.4587966728,4.4030975688
388,388,3.4540811987,4.4084601247
389,389,3.4476612011,4.4147349294
390,390,3.4406527141,4.421135721000001
391,391,3.4341500089999997,4.4269071099
392,392,3.4290689521999997,4.4314356029
393,393,3.4260711847999996,4.4343046757
394,394,3.4255376271,4.4353172802
395,395,3.4275603678,4.4344974787
396,396,3.4319399118000002,4.4320867364000005
397,397,3.4381857965,4.428542007
398,398,3.4455323833,4.424522196
399,399,3.4529945666,4.4208412463
400,400,3.459494864,4.418358412
401,401,3.4640690172000004,4.4178259228000005
402,402,3.4661070281999997,4.419706001
403,403,3.4655329236000005,4.4240313953
404,404,3.4628260705000002,4.4304064688
405,405,3.4588731814000004,4.4381006622
406,406,3.4547343444000003,4.4462354231
407,407,3.4514227137999995,4.4539542691
408,408,3.4497496274,4.4605373053
409,409,3.4502597412,4.4654594015
410,410,3.4615032808999997,4.4684097288
411,411,3.4547477164,4.4692998388
412,412,3.4503239453999996,4.4682647453
413,413,3.4477252347999996,4.465664009499999
414,414,3.4461641717,4.4620634479
415,415,3.4446373136999995,4.4581881425
416,416,3.4420698559000007,4.3986661817
417,417,3.4375396855,4.3884613551000005
418,418,3.4305199762000003,4.3808279571
419,419,3.4210499654,4.3757701778
420,420,3.4097247386000005,4.3728538081
421,421,3.3975249288000002,4.3713408627
422,422,3.3855621880999998,4.3703779638
423,423,3.3748708651999997,4.369160922000001
424,424,3.3662639481,4.3670385873
425,425,3.3602676183,4.3635629242
426,426,3.3571013096,4.3585053264
427,427,3.3566633248000004,4.3518592136
428,428,3.4090576541999997,4.343827001599999
429,429,3.4122110367000005,4.334814789299999
430,430,3.4161459432,4.3254381575
431,431,3.4197178646000004,4.3164421909
432,432,3.4217531600999997,4.3085876934
433,433,3.4212910158999996,4.3024596806
434,434,3.4178277838,4.298285611100001
435,435,3.4107913559,4.3231492494
436,436,3.3957325392,4.3152872309
437,437,3.3791846692,4.308112174
438,438,3.3623166675000005,4.3008264041999995
439,439,3.3461612131999994,4.2927185514
440,440,3.3315021471,4.283254352
441,441,3.3188194526000006,4.2721130793
442,442,3.3082763637,4.259198677300001
443,443,3.2997187162,4.2446498311
444,444,3.2926832902,4.2288230066
445,445,3.2864083883,4.212286977100001
446,446,3.2798837902,4.1957987797
447,447,3.2719723245,4.180204460800001
448,448,3.2616083297999996,4.1662868284000005
449,449,3.2480572782,4.1545912162
450,450,3.2311279467,4.1452449674
451,451,3.2112435117,4.137904407400001
452,452,3.1893117197,4.131861879700001
453,453,3.1664825585999994,4.1262308988
454,454,3.1439023082999995,4.1201332479
455,455,3.1225405028999997,4.1128322442
456,456,3.1030968416999998,4.1022605645
457,457,3.0859726643000003,4.0904024432999995
458,458,3.0712670697,4.0770027211
459,459,3.0587755377,4.062315185
460,460,3.0479953168,4.0467973088
461,461,3.0381477496000002,4.031095328799999
462,462,3.0282450878999994,4.0160063762
463,463,3.0172303207000004,3.9965401823999995
464,464,3.0041957033999998,3.9813008078
465,465,2.9886296886999997,3.9679824034000006
466,466,2.9705831439,3.9566059696000004
467,467,2.9506622709999997,3.9467894269000006
468,468,2.9298717276,3.9378724351
469,469,2.9093650297000004,3.9290963784999997
470,470,2.8902268021000004,3.9197624218
471,471,2.8733334813000004,3.9093263689000004
472,472,2.8592916493,3.8974386072
473,473,2.8484145542,3.8839585265000003
474,474,2.8407205239,3.8689662447
475,475,2.8359367045,3.8527516604
476,476,2.8335038239,3.8358040156000004
477,477,2.8326099409999994,3.8187883397
478,478,2.8322610379000004,3.8024893728
479,479,2.8314250323,3.7877191693
480,480,2.8292412259999997,3.7751572325000002
481,481,2.8252346513999997,3.7651689800999995
482,482,2.8194486215,3.7577054851
483,483,2.8124062839999997,3.7523547529999997
484,484,2.8049454354999996,3.7484539686
485,485,2.7979928168,3.7452555466999997
486,486,2.7923742408999996,3.7420684919999996
487,487,2.7887061118000003,3.796533957
488,488,2.7873468758,3.7830916484
489,489,2.7883897135,3.7674862784000003
490,490,2.7916614925000003,3.7498002781999995
491,491,2.7967341891000004,3.7303329355
492,492,2.8029343275,3.7095915618
493,493,2.8093801763999995,3.6882523675999996
494,494,2.8150589944,3.6670955382
495,495,2.8189680366,3.6469141146000004
496,496,2.8203148961,3.6283623412
497,497,2.8187074396000003,3.6118130228
498,498,2.8142635361,3.5972664784
499,499,2.8075588567,3.5843859169999996
500,500,2.7994624883999997,3.5726219758999997
501,501,2.7909237127,3.5613666659999996
502,502,2.7828102068,3.5500777629
503,503,2.7758074304,3.5383428177000003
504,504,2.7703749004000002,3.5259103495
505,505,2.766739425,3.5126931608999996
506,506,2.7648926532999996,3.4987701600000003
507,507,2.7645994097999997,3.4843868058
508,508,2.7654061147,3.4699509335000003
509,509,2.7666746368000004,3.4560105995000003
510,510,2.7676513918,3.4432014543000005
511,511,2.7675920903999995,3.4321424816999997
512,512,2.7659345650000002,3.423312169
513,513,2.7624594224,3.416938726
514,514,2.7573749045,3.4129203257
515,515,2.7512618114999996,3.4108632580999996
516,516,2.7449227571000003,3.4101898850000003
517,517,2.7391991203000003,3.4102763609
518,518,2.7348339782,3.4105590852
519,519,2.7323925299000003,3.4105867182000003
520,520,2.7322289413000003,3.4100459711
521,521,2.73448929,3.4087660445999997
522,522,2.7391135856999997,3.4067215527
523,523,2.7458481761,3.4040272201
524,524,2.7542526057000005,3.4009245599
525,525,2.7637282007,3.3977620935
526,526,2.7735740785999994,3.3949575177
527,527,2.7830869518,3.3929244445999998
528,528,2.7916962544000006,3.3919682278
529,529,2.7990912765999996,3.3921914913999998
530,530,2.8052795205,3.3934501737
531,531,2.8105464378,3.3953867687
532,532,2.8153374968,3.3975244379999996
533,533,2.820123945,3.3993685878999997
534,534,2.8253035334999996,3.4004858123000004
535,535,2.8311490469,3.4005446986
536,536,2.8377941478000004,3.3993236143
537,537,2.8452390305999997,3.3967088853
538,538,2.8533618586999996,3.3926915986
539,539,2.8619267952999996,3.3873660554999994
540,540,2.8705961823,3.3809248872
541,541,2.878951387,3.3736427238999998
542,542,2.8865344990999997,3.3658473909
543,543,2.8929181364000005,3.3578667634999997
544,544,2.8977933549999997,3.3499582722
545,545,2.9010556431,3.3422430679999997
546,546,2.9028344788,3.3346855309
547,547,2.9034605297000002,3.3271205111000004
548,548,2.9033758922999997,3.3193164121
549,549,2.9030412271,3.311038924
550,550,2.9028656426,3.3021023820999997
551,551,2.9031713548999996,3.2923936921
552,552,2.9041845966000004,3.2818761936999996
553,553,2.9060362668,3.2705882413999996
554,554,2.9087697763000007,3.2586316431
555,555,2.9123449001,3.2461641662
556,556,2.9166461131999997,3.2333920753999994
557,557,2.9214922934,3.220559999
558,558,2.9266609885,3.2079311995
559,559,2.9319254965,3.1957543035000002
560,560,2.9371071609,3.1842228168999998
561,561,2.9421199904999997,3.1734408789
562,562,2.9469861978000003,3.1634114002
563,563,2.9518143896000004,3.1540574258999996
564,564,2.9567488298000004,3.1452627743000003
565,565,2.9619181187,3.1369021955000003
566,566,2.9674005745,3.1288696919000003
567,567,2.9732104101,3.1210960536999997
568,568,2.9793001821000002,3.113554241
569,569,2.9855701697,3.1062522098
570,570,2.9918761781,3.0992192429999994
571,571,2.9980367363,3.0925127333999995
572,572,3.0038436357,3.0862127431000004
573,573,3.0090720705000003,3.0804104104000003
574,574,3.0134953352,3.0751945765999995
575,575,3.0169092512000004,3.0706370118000006
576,576,3.0191574781999995,3.0667692022999997
577,577,3.0201555335999997,3.0635614914
578,578,3.0198945055,3.060923848
579,579,3.0184294311000004,3.0587204857999994
580,580,3.0158501671999995,3.0567917515000005
581,581,3.0122574069,3.0549725127
582,582,3.0077441323,3.0531153068000005
583,583,3.0023911080000003,3.0510912525
584,584,2.9962660739,3.0487868268
585,585,2.9894288071999995,3.0461061638999998
586,586,2.9819354269,3.0429721814999997
587,587,2.9738434238,3.0393276825999997
588,588,2.9652139606000003,3.0351337881000005
589,589,2.9561141843999996,3.0303655903000006
590,590,2.9466246067999995,2.9632364906999995
591,591,2.9368443782000004,2.9523200546000004
592,592,2.9268943831000005,2.9416219685
593,593,2.916916872,2.9311938648000004
594,594,2.9070678398,2.9210753680000003
595,595,2.8975044438000004,2.9112980102
596,596,2.8883720743999994,2.9795782313999997
597,597,2.8797950304,2.9697292025
598,598,2.8718738176,2.9592949543
599,599,2.8646847458,2.9483473695000004
600,600,2.8582834259,2.9369750139000006
601,601,2.8527066768999996,2.9252772847
602,602,2.8479774261999995,2.9133664759
603,603,2.8441062275999993,2.9013580158
604,604,2.8410951577,2.889363627
605,605,2.8389408157,2.8774853074999998
606,606,2.8376378582,2.8658117682000004
607,607,2.8511714198,2.8544178031000005
608,608,2.8474538080000005,2.8433683836
609,609,2.8438816875999997,2.8327261827
610,610,2.8405052845,2.8225605721000004
611,611,2.8373457089,2.8129522702000003
612,612,2.8343953648999998,2.8039894089999997
613,613,2.8316268555999997,2.7957553288999994
614,614,2.8290043916000003,2.7883222309
615,615,2.8264945378999995,2.7817454524
616,616,2.8240739859999997,2.7760598146
617,617,2.8217365679999995,2.7712735350999997
618,618,2.8194975753000007,2.7673637222
619,619,2.8173978744,2.7642736882999994
620,620,2.8155070901000006,2.7619122040999997
621,621,2.8139227646,2.7601526729999994
622,622,2.8127649853,2.7588382191
623,623,2.8121590719,2.7577936418
624,624,2.8122122742,2.7568458703000003
625,625,2.8129827188000003,2.7558507352
626,626,2.8144579466,2.7547128274999997
627,627,2.8165505096,2.7533909131999996
628,628,2.8191159447999996,2.7518879964000007
629,629,2.8219817179,2.7502357057000006
630,630,2.8249755154,2.7484745367
631,631,2.8279466925000003,2.7466397307
632,632,2.8307778094000007,2.7447514472
633,633,2.8333928874999996,2.7428182368000003
634,634,2.8357589914,2.7408358467999996
635,635,2.8378902264,2.7387859571
636,636,2.8398495533,2.7366336393
637,637,2.8417491588000003,2.7343275615000002
638,638,2.8437417325,2.73180271
639,639,2.8459986682,2.7289940813
640,640,2.8486767579000003,2.7258585129000004
641,641,2.8518788103999997,2.7224067755999997
642,642,2.8556248337000003,2.7187231980999997
643,643,2.8598491655,2.7149691366999997
644,644,2.8644259571,2.7113631525999997
645,645,2.8692073476999997,2.7081486359000007
646,646,2.8740568212999995,2.705559694
647,647,2.8788738455000003,2.7038058405000003
648,648,2.8836009256999997,2.7030601347000003
649,649,2.8882267855999997,2.7034524918999994
650,650,2.8927848719,2.7050707768
651,651,2.8973527826000005,2.7079570630000003
652,652,2.9020499675,2.7121076444000005
653,653,2.9070335844999997,2.717470885
654,654,2.9124870518000003,2.7239561006000006
655,655,2.9185968251,2.7314513978
656,656,2.9255165319000005,2.7398554677000004
657,657,2.933325274,2.7490983066
658,658,2.9420015098,2.7591558949999997
659,659,2.9514228564,2.7700502878
660,660,2.9613971438,2.7818307337000006
661,661,2.9717006310000005,2.7945397649000006
662,662,2.9821130172,2.8081924507999996
663,663,2.9924394695,2.8227621688000006
664,664,3.0025192912,2.8381801267
665,665,3.0122279638,2.8543355032
666,666,3.0214750749999997,2.8710786422999997
667,667,3.0302036890000004,2.8882276756
668,668,3.0383875829999996,2.9055738021999997
669,669,3.0460291981000003,2.9228900052
670,670,3.0531500021,2.9399433235999997
671,671,3.0597775902999995,2.9565073264
672,672,3.0659252579,2.9723875073
673,673,3.0715713017,2.9874395181000004
674,674,3.0766480918,3.0015755551999996
675,675,3.0810522006,3.0147629853
676,676,3.0846682845,3.0270103141
677,677,3.0873972149,3.0383461107
678,678,3.0891742863999996,3.0488034326999998
679,679,3.0899768090000004,3.0584173410999997
680,680,3.0898231646000003,3.0672160826
681,681,3.0887700582,3.075219971
682,682,3.0869045365999996,3.0824495889000003
683,683,3.0843387852,3.0889304346
684,684,3.0812009472,3.0946957948
685,685,3.0776274271000004,3.0997880825
686,686,3.0737512939,3.1042688847000006
687,687,3.0696937515999996,3.1082233131000003
688,688,3.0655574628,3.1117580356000003
689,689,3.0614293339,3.1149972798000003
690,690,3.0573917424,3.1180720575999996
691,691,3.0535381388999996,3.1211051717
692,692,3.0499853769000005,3.1242021015
693,693,3.0468741296,3.1274478943999995
694,694,3.0443613341000004,3.1308999440000003
695,695,3.0426051771,3.1345945778999997
696,696,3.0417529436000006,3.1385588355999996
697,697,3.0419256555,3.1428199563000003
698,698,3.0432074535,3.1474087434
699,699,3.0456320359999998,3.1523592857000002
700,700,3.0491744256000004,3.1577115494
701,701,3.0537416935,3.1635062933
702,702,3.0591721655000006,3.1697964680000004
703,703,3.0652443647000003,3.1766515268
704,704,3.0717049461999997,3.1841398948999995
705,705,3.0783127730000004,3.1922960292000004
706,706,3.0848870226000003,3.2010907024
707,707,3.0913378708999995,3.210416266
708,708,3.0976647648999998,3.2200922733999997
709,709,3.1039251985,3.2298897872000003
